seqno,hosp_id,區域,hosp_name,tel,extension,地址,type,time,vaccine,twd97x,twd97y,wgs84ax,wgs84ay,date
182,3531113026,汐止區,馨悅婦產科診所,(02)26927666,,新北市汐止區福德二路215號1樓,合約診所,新生兒出生24小時內,B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗、B型肝炎免疫球蛋白,,,,,20230731
183,3531112869,汐止區,三益診所,(02)86915631,,新北市汐止區仁愛路187號,合約診所,"週一至週五08:30-12:00、15:00-18:00、18:30-21:30
週六08:30-12:00、19:00-21:30",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
184,3531110623,汐止區,弘人小兒科診所,(02)26932439,,新北市汐止區福德二路152號,合約診所,門診時間,B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
185,3531112234,汐止區,吳婦產科診所,(02)86926399,,新北市汐止區大同路2段171號1樓,合約診所,"週一至週五09:00-12:00、14:00-17:00
周六09:00-12:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗、卡介苗,,,,,20230731
186,3531112887,汐止區,德祐小兒科診所,(02)26945180,,新北市汐止區福德一路117-1號,合約診所,"早上8:30-12:00
下午15:00-18:00
晚上18:00-21:30",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
187,3531112841,汐止區,顏志瑋診所,(02)26417999,,新北市汐止區建成路18號,合約診所,"週一至週六開診時間
早診8:40-12:10晚診5:00-9:30
週二早診及周四晚診休診
週六早診8:40-12:10",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
188,3531110874,汐止區,羅小兒科診所,(02)86918828,,新北市汐止區忠孝東路244號,合約診所,"門診時間
週一至週五上午8:30-12:00下午6:30-9:00
週六上午8:30-12:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
189,3531112216,汐止區,蘇小兒科診所,(02)26935513,,新北市汐止區福德一路245號,合約診所,08:30-12:00、15:00-18:00、18:30-21:30,B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
190,3531112609,汐止區,雙雙小兒科診所,(02)26955777,,新北市汐止區明峰街143號,合約診所,週一至週六上午08:00-11:30、下午16:00-21:00,B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
191,3531112618,汐止區,福德診所,(02)26959877,,新北市汐止區福德二路171號,合約診所,"星期一到五8:30-11:50、16:00-21:00
星期六8:30-11:50",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
192,3531112725,汐止區,洪振凱診所,(02)26918877,,新北市汐止區樟樹1路136號,合約診所,週一至週六08:30-12:00、15:00-18:00、18:30-21:30,B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
193,1131110516,汐止區,國泰醫療財團法人汐止國泰綜合醫院,(02)26482121,,新北市汐止區建成路59巷2號,合約診所,"週一至週五8:30-12:30、13:30-21:00
(兒科夜間疫苗注射限周三、周五【報到截止時間20:00】；卡介苗注射請依門診表公告為準)
▲以上服務皆須配合門診報到看診作業時間",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗、卡介苗、B型肝炎免疫球蛋白,,,,,20230731
194,3531044633,中和區,王俊傑診所,(02)29293636,,新北市中和區中安街8號,合約診所,"週一至週五上午8:30-12:00、下午15:00-18:00、晚上18:30-21:30
週六上午9:00-12:00
週日上午9:00-12:00、晚上18:30-21:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
195,3531042264,中和區,中和仁安診所,(02)86682552,,新北市中和區自強路58號,合約診所,"星期一至星期五08:30-12:00、17:00-21:00
星期六08:30-12:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
196,3531042586,中和區,陳建良耳鼻喉科診所,(02)89413009,,新北市中和區景新街465號,合約診所,"星期一至星期五08:30-12:00、15:00-18:00、19:00-21:30
星期六08:30-12:00、15:00-18:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
197,3531045069,中和區,尚安診所,(02)29571200,,新北市中和區莒光路154號,合約診所,"星期一至星期五8:00-12:00、15:00-18:00、18:30-21:30
星期六8:00-12:00、15:00-18:00
卡介苗採預約制",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗、卡介苗,,,,,20230731
198,3531044615,中和區,廣祥診所,(02)86683090,,新北市中和區興南路二段29號1樓,合約診所,"星期一至星期六08:30-12:00、14:30-18:00、18:30-22:00
星期日09:00-12:00、18:30-21:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
199,3531044035,中和區,坤暉小兒專科,(02)22269381,,新北市中和區中山路3段94號,合約診所,"星期二至星期五08:30-12:00、15:00-18:00、19:00-21:30
星期六上午09:00-12:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
200,3531043869,中和區,馮泰龍小兒科診所,(02)82421606,,新北市中和區南華路21號,合約診所,"星期一至星期五08:30-12:00、16:00-18:00、19:00-21:30
星期六08:30-12:00、18:00-21:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
201,3531044768,中和區,黃基家小兒科診所,(02)22485433,,新北市中和區景平路485號,合約診所,星期一至星期六8:20-12:10、14:50-18:00、18:30-21:30,B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
202,3531044320,中和區,友善宜安診所,(02)29438533,,新北市中和區保健路73巷73號,合約診所,"星期一、星期二、星期四、星期五09:00-12:05、15:00-21:00
星期三09:00-12:00、15:00-21:00
星期六09:00-12:05",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
203,3531045265,中和區,余泰昌小兒科診所,(02)29230336,,新北市中和區宜安路134-1號,合約診所,星期一至星期六9:00-12:00、16:00-21:30,B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
204,1531041363,中和區,蕙生醫院,(02)22236339,,新北市中和區中山路二段551號,合約診所,"星期一至星期五09:00-11:30、14:30-17:30、19:00-21:30
星期六09:00-11:30、14:30-17:30",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗、B型肝炎免疫球蛋白,,,,,20230731
205,3531045461,中和區,快樂小兒科診所,(02)89432999,,新北市中和區景安路215號1樓,合約診所,"星期一至星期日8:00-12:00
星期一至星期五18:30-21:30",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
206,3531045158,中和區,安平家診所,(02)29461010,,新北市中和區安平路89號,合約診所,"週一、三、五9:00-12:00、16:00-21:30
週二、四、日16:00-21:30",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
207,3531045050,中和區,通安診所,(02)22433160,,新北市中和區南山路45號,合約診所,"星期一至星期五8:30-18:00、18:40-21:30
星期六8:30-12:00、15:00-17:30
國定假日請先來電",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
208,3531043752,中和區,嘉櫻診所,(02)22259710,,新北市中和區連城路356號1F,合約診所,週一至六9:00-12:00、15:00-18:00、18:30-21:30,B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
209,3531042479,中和區,正生婦幼聯合診所,(02)22446969,,新北市中和區中正路122號,合約診所,"週一至週六:09:00-13:00
週一至週四18:00-21:30
週五19:00-21:30",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
210,3531041392,中和區,黃呈鵬小兒科診所,(02)29480203,,新北市中和區興南路一段124號1F,合約診所,"週一至週五9:00-12:00、15:00-18:00、19:00-21:30
週四(午)休診9:00-12:00、19:00-21:30
星期六9:00-12:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
211,3531043627,中和區,曾咸統小兒科診所,(02)31516343,,新北市中和區景安路229號,合約診所,"週一至週六08:00-11:00、15:00-18:30、19:00-21:30
週日休診
國定假日正常看診",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
212,3531044839,中和區,育晨診所,(02)29459393,,新北市中和區自立路37號,合約診所,"週一、二、四、五上午8:30-12:00、下午16:00-18:00、晚上18:35-21:00
週三下午16:00-21:30
週日上午8:30-12:00、下午18:30-21:00
週六休診",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
213,3531044437,中和區,佳新診所,(02)29418101,,新北市中和區大勇街23號,合約診所,週一至週六早上8:30-12:00、下午16:00-18:30、晚上19:00-21:30,B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
214,3531051512,新店區,呈恩診所,(02)86662207,,新北市新店區安康路2段146號,合約診所,"週一至週五上午9:00-12:00、下午15:00-18:00、晚上19:00:21:30
週六上午9:00-12:00、下午15:00-18:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
215,3531053433,新店區,加加小兒科診所,(02)22104948,,新北市新店區玫瑰路14號,合約診所,"星期一至星期五9:00-12:00
星期一、三、四、五17:30-21:30",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
216,3531053641,新店區,聖康小兒科診所,(02)86655858,,新北市新店區北新路三段104號,合約診所,"星期一至星期五8:30-12:00、15:00-18:00、18:30-21:30
星期六8:30-12:00、15:00-18:00
星期日08:30-12:00門診結束前10分鐘停止掛號",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
217,1131050515,新店區,佛教慈濟醫療財團法人台北慈濟醫院,(02)66289779,,新北市新店區建國路289號,合約診所,"週日全天休診
週一至週五13:30-17:00
週六8:30-12:00
卡介苗週二:15:30-17:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗、卡介苗、B型肝炎免疫球蛋白、育齡婦女MMR,,,,,20230731
218,3531053632,新店區,邱昰凱小兒科診所,(02)29130360,,新北市新店區建國路226號,合約診所,"星期一至五早上8:30-12:00、下午4:00-6:00、晚上6:30-9:30(星期四只看夜診)
星期六至日早上9:00-12:00、下午4:00-6:00(星期日下午休診)、晚上6:30-9:30",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
219,3531053150,新店區,聖新診所,(02)29131415,,新北市新店區寶橋路4號1樓,合約診所,"星期一至星期六8:00-12:00、15:00-18:00、18:30-22:00
星期日8:30開始",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
220,3531050999,新店區,高兒科診所,(02)22121545,,新北市新店區安成街38號,合約診所,"週一至週五08:30-12:00、17:00-21:30
週六08:30-12:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
221,1231050017,新店區,財團法人天主教耕莘醫院,(02)22193391,,新北市新店區中正路362號,合約診所,"週日全天休診
週一至週五9:00-12:00、14:00-17:00、18:30-21:00
週六9:00-12:00
卡介苗為週五上午10:00-12:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗、卡介苗、B型肝炎免疫球蛋白、育齡婦女MMR,,,,,20230731
222,1231050017,新店區,財團法人天主教耕莘醫院安康院區,(02)22123066,,新北市新店區車子路15號,合約診所,"週日全天休診
週一至週五9:00-12:00、14:00-17:00、18:30-20:30
週六9:00-12:00
",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗、育齡婦女MMR,,,,,20230731
223,3531052831,新店區,幼安小兒科診所,(02)86660909,,新北市新店區安康路二段99號,合約診所,"週一至週五早上9:00-12:00、下午4:00-6:00
週六早上9:00-12:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
224,3531050659,"
新店區",陳正宗診所,(02)29129981,,新北市新店區中正路241號,合約診所,週一至週六早上8:30-12:00、下午15:00-18:00、晚上18:30-21:30,B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
225,3531053730,"
新店區",碧潭診所,(02)29116698,,新北市新店區北新路一段21號,合約診所,"週一至週五上午8:30-12:00、下午15:30-18:00、晚上18:00-21:00
週六上午8:30-12:00",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
226,3531051307,新店區,護康診所,(02)86663366,,新北市新店區安成街32號,合約診所,"週日全天休診
週一至週六早上08:30-12:30、晚上17:30-21:30",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
227,3531053212,新店區,曾俊睿小兒科診所,(02)29137201,,新北市新店區寶橋路54號,合約診所,"週一至週六上午8:00-12:00、下午16:00-18:00、晚上18:30-21:30
週六上午9:00開始掛號",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
228,3531053132,新店區,全康診所,(02)82180607,,新北市新店區溪園路383號1樓,合約診所,"週一上午8:30-12:00、下午16：00-18：00、晚上18:30-21:30
週二至週六上午8:30-12:00、晚上18:30-21:30",B型肝炎疫苗、五合一疫苗、13價肺炎鏈球菌疫苗、水痘、麻疹腮腺炎德國麻疹混合疫苗、活性減毒日本腦炎疫苗、白喉破傷風非細胞性百日咳及不活化小兒麻痺混合疫苗、A型肝炎疫苗,,,,,20230731
