no,name,tel,地址,緯度,經度,type,remark,reservation,own_expense,division,notice,twd97x,twd97y,wgs84ax,wgs84ay,緯度,經度
3530000000.0,柚子小兒科診所,2680-3203,新北市樹林區學府路362號1樓,24.9503368,121.3797136,診所,如要接種，請先致電詢問疫苗庫存,現場,是,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察646分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,288340.69,2760324.15,121.379682,24.95028,24.9503368,121.3797136
3530000000.0,柯盈賢小兒科診所,2686-9185,新北市樹林區保安里樹新路41號,24.9947429,121.4270694,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察647分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,293111.1,2765264.16,121.427075,24.994751,24.9947429,121.4270694
3530000000.0,莊豐如診所,2683-0108,新北市樹林區復興路18號,24.9946171,121.4225165,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察648分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,292658.15,2765254.29,121.422588,24.994675,24.9946171,121.4225165
3530000000.0,惠生保安婦幼診所,8687-5678,新北市樹林區保安街一段190號,24.9956059,121.4217242,診所,如要接種，請先致電詢問疫苗庫存,網路、電話、現場,是,婦產科.小兒科.產後護理之家,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察649分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,292578.21,2765378.02,121.4218,24.995794,24.9956059,121.4217242
3530000000.0,揚昇診所,8686-9771,新北市樹林區太元街21號1樓,24.9801724,121.4182406,診所,如要接種，請先致電詢問疫苗庫存,現場,否,復健科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察650分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,292219.61,2763644.4,121.418194,24.980153,24.9801724,121.4182406
3530000000.0,遠祺婦產科診所,8686-5966,新北市樹林區中華路112號,24.9809794,121.4180536,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,婦產科.小兒科.產後護理之家,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察651分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,292230.36,2763722.47,121.418303,24.980858,24.9809794,121.4180536
3530000000.0,樹林泰新診所,2687-4410,新北市樹林區中山路一段30號,24.9926172,121.4238998,診所,如要接種，請先致電詢問疫苗庫存,現場,否,內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察652分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,292792.6,2765016.64,121.423912,24.992526,24.9926172,121.4238998
2330000000.0,雙溪區衛生所,2493-1211,新北市新基南路18號,25.0169826,121.4627868,衛生所,如要接種，請先致電詢問疫苗庫存,電話、現場,否,一般西醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察653分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0169826,121.4627868
2330000000.0,蘆洲區衛生所,2281-2011,新北市中央路58號,24.9773745,121.5323883,衛生所,如要接種，請先致電詢問疫苗庫存,現場,否,不分科(家醫科),接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察654分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,24.9773745,121.5323883
3530000000.0,丁良文內科,8282-2809,新北市長安街30號,25.0793442,121.463908,診所,如要接種，請先致電詢問疫苗庫存,現場,是,內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察655分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0793442,121.463908
3530000000.0,人安診所,2288-1661,新北市民權路133號1樓,24.9826614,121.5350104,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,否,一般科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察656分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,24.9826614,121.5350104
3530000000.0,上安診所,2282-5101,新北市長榮路381號,25.0894703,121.4592901,診所,如要接種，請先致電詢問疫苗庫存,現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察657分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0894703,121.4592901
3530000000.0,大安診所,8285-7182,新北市長安街283號,25.0842581,121.4582844,診所,如要接種，請先致電詢問疫苗庫存,現場,是,家醫科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察658分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0842581,121.4582844
3530000000.0,六福診所,8285-2066,新北市中正路45號1樓,24.9933318,121.5020048,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,一般/內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察659分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,24.9933318,121.5020048
3530000000.0,弘一診所,8286-0000,新北市重陽街82號,25.0844372,121.4820066,診所,如要接種，請先致電詢問疫苗庫存,現場,否,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察660分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0844372,121.4820066
3530000000.0,本一診所,2283-6622,新北市長榮路43之1號,25.0828287,121.4628265,診所,如要接種，請先致電詢問疫苗庫存,網路、傳真、現場,是,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察661分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0828287,121.4628265
3530000000.0,民族骨科診所,8252-8707,新北市民族路87號,25.0084954,121.4662166,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,骨科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察662分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0084954,121.4662166
3530000000.0,民族診所,8285-7866,新北市民族路53號,25.0096301,121.4636122,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,一般科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察663分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0096301,121.4636122
3530000000.0,永全診所,2289-0332,新北市中山一路241號,25.0805051,121.4734077,診所,如要接種，請先致電詢問疫苗庫存,現場,是,內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察664分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0805051,121.4734077
1530000000.0,全民醫院,2282-1576,新北市三民路7號,25.082044,121.475755,地區醫院,如要接種，請先致電詢問疫苗庫存,現場,否,家醫科、外科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察665分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.082044,121.475755
3530000000.0,李明哲診所,2288-5110,新北市信義路246號1樓,24.9911096,121.4601993,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,否,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察666分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,24.9911096,121.4601993
3530000000.0,杏東診所,2281-6090,新北市中正路9號,25.0059909,121.4846954,診所,如要接種，請先致電詢問疫苗庫存,網路、電話、傳真、現場,是,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察667分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0059909,121.4846954
3530000000.0,兒樂吉診所,2281-2787,新北市民族路267號1樓,25.0068929,121.4707707,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察668分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0068929,121.4707707
3530000000.0,宜興診所,8281-3008,新北市永樂街38巷42弄6號,25.0898171,121.4587436,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,否,內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察669分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0898171,121.4587436
3530000000.0,欣宥婦產科,8283-8555,新北市長榮路58號9樓,25.0833616,121.4628156,診所,如要接種，請先致電詢問疫苗庫存,網路,否,婦產科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察670分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0833616,121.4628156
3530000000.0,長榮耳鼻喉科,2282-3350,新北市長榮路15號,25.0822619,121.463395,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,否,耳鼻喉科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察671分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0822619,121.463395
3530000000.0,俊亨婦產科,2283-8077、2283-8078,新北市中山二路135號,25.0815228,121.4720432,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,婦產科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察672分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0815228,121.4720432
3530000000.0,宥生婦產科,2283-5758,新北市三民路13-15號,25.0822458,121.47562,診所,如要接種，請先致電詢問疫苗庫存,現場,是,婦產科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察673分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0822458,121.47562
3530000000.0,宥宥小兒科,2289-8555,新北市長榮路175號1樓,25.0843268,121.4612621,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察674分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0843268,121.4612621
3530000000.0,宥宥婦幼診所,8283-9090,新北市長榮路58號,25.0833616,121.4628156,診所,如要接種，請先致電詢問疫苗庫存,網路、現場,是,婦產科、小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察675分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0833616,121.4628156
3530000000.0,祐康診所,8285-5805,新北市復興路200號1樓,24.9904169,121.5038009,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,否,內科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察676分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,24.9904169,121.5038009
3530000000.0,許修平診所,2288-1202,新北市長安街290號,25.0880436,121.4573748,診所,如要接種，請先致電詢問疫苗庫存,網路、電話、現場,是,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察677分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0880436,121.4573748
3530000000.0,湯瑪士親子兒科診所,2288-5523,新北市民族路377號,25.090453,121.4699503,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,小兒科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察678分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.090453,121.4699503
3530000000.0,華安診所,2848-1500,新北市長安街205號,25.0821735,121.4599707,診所,如要接種，請先致電詢問疫苗庫存,電話、現場,是,一般科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察679分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,25.0821735,121.4599707
3530000000.0,華邦診所,2283-3990,新北市中正路119－1號,24.9934898,121.4998893,診所,如要接種，請先致電詢問疫苗庫存,現場,否,一般科,接種禁忌一、已知對疫苗的成份有過敏者，不予接種。二、過去注射曾經發生嚴重不良反應者，不予接種。接種注意事項一、 發燒或正患有急性中重疾病者，宜待病情穩定後再接種。二、 出生未滿6個月，因無使用效益及安全性等臨床資料，故不予接種。三、 先前接種本疫苗6週內曾發生Guillain-Barr? 症候群(GBS)者，宜請醫師評估。四、已知對「蛋」之蛋白質有嚴重過敏者，可在門/住診由熟悉處理過敏症狀之醫事人員提供接種，並於接種後觀察680分鐘，無不適症狀再離開。五、 其他經醫師評估不適合接種者，不予' ,296968.74,2767206.41,121.465356,25.012172,24.9934898,121.4998893
